code_discription,address_raw,data_short,cost
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 71 пристройка",11-2022,16960.32024661879
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 71 пристройка",12-2022,16960.32024661879
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",02-2022,1058.379303909211
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",03-2022,841.2407531172128
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",04-2022,528.7536031590281
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",05-2022,528.7536031590281
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",06-2022,536.3039822123261
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",07-2022,1069.898486596953
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",08-2022,505.5049558029826
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",09-2022,676.4062444545234
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",10-2022,676.4062444545234
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения светланская, 73а",12-2022,1058.379303909211
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",02-2022,1527.431794772727
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",03-2022,1132.966451782811
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",04-2022,1444.014623030817
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",05-2022,1444.014623030817
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",06-2022,1443.048419690269
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",07-2022,1503.427824040215
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",08-2022,1493.295805310055
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",09-2022,2982.442477225638
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",10-2022,2982.442477225638
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения фонтанная, 19",12-2022,1533.43587810606
Водоснабжение,"134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения мордовцева,6",12-2022,2229.002147619047
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",03-2022,1932.796125978509
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",05-2022,1710.109505908534
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",06-2022,1909.132203042002
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",07-2022,1554.099546586007
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",08-2022,1554.099546586007
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",09-2022,1621.816652425147
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",10-2022,1621.816652425147
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод светланская, 69",12-2022,4797.978673097253
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",02-2022,1840.385069404762
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",03-2022,1132.966451782811
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",04-2022,1124.436489441541
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",05-2022,1124.436489441541
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",06-2022,1128.027556108208
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",07-2022,1160.908445104428
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",08-2022,1202.920579285714
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",09-2022,1156.570180645553
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",10-2022,1156.570180645553
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",11-2022,3016.047373946609
Водоснабжение,"134.1000.03 дгу. плата за сброс сточных вод ул.фонтанная, 19",12-2022,1846.389152738095
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",02-2022,1519.273229365079
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",03-2022,1132.966451782811
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",04-2022,1639.274651401086
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",05-2022,1698.886802036006
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",06-2022,1124.436489441541
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",07-2022,1178.715339441541
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",08-2022,1160.908445104428
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",09-2022,1177.113465357143
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",10-2022,1525.056685869219
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",11-2022,1156.570180645553
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.фонтанная, 19",12-2022,3016.047373946609
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",02-2022,1023.63751009844
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",03-2022,841.2407531172128
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",04-2022,897.7526355001626
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",05-2022,958.5025686945014
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",06-2022,507.7094400413828
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",07-2022,526.3300779741536
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",08-2022,554.024370910679
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",09-2022,512.5359892641661
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",10-2022,968.6634014036466
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",11-2022,805.8601125137893
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 73а",12-2022,2219.92830665162
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",02-2022,6568.812701536795
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",03-2022,6114.256610064935
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",04-2022,6550.38483487013
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",05-2022,6572.41865439394
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",06-2022,2343.995721111112
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",07-2022,2174.130550277779
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",08-2022,6325.384653214286
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",09-2022,6235.375210429094
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",10-2022,6370.610802724576
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",11-2022,7465.184355357142
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 71 пристройка",12-2022,16934.4919296996
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",02-2022,6568.812701536795
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",03-2022,6114.256610064935
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",04-2022,6550.38483487013
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",05-2022,6572.41865439394
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",06-2022,2343.995721111112
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",07-2022,2174.130550277779
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",08-2022,6325.384653214286
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",09-2022,6235.375210429094
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",10-2022,6370.610802724576
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",11-2022,7465.184355357142
Водоснабжение,"134.1000.03 дгу. оплата за услугиводоснабжения  ул.светланская, 71",12-2022,16934.4919296996
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",02-2022,2318.628041447151
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",03-2022,1712.538410923235
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",04-2022,1764.586493571428
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",05-2022,1598.774728470892
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",06-2022,2027.670659727446
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",07-2022,1624.197711977973
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",08-2022,1666.640236432179
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",09-2022,1581.194390598846
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",10-2022,1516.925687648944
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",11-2022,1508.881077916065
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения ул.светланская, 111",12-2022,1420.187229256021
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",03-2022,615.1019814771682
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",04-2022,610.1433415584418
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",05-2022,610.2526165585583
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",06-2022,606.5594759524977
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",07-2022,641.364119285831
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",08-2022,630.5097345484749
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",09-2022,651.6467475757577
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",10-2022,736.0929269822187
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.мордовцева, 6",12-2022,2229.002147619047
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",03-2022,1304.689360555579
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",05-2022,1940.201910794527
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",06-2022,1710.109505908534
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",07-2022,1909.132203042002
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",08-2022,1194.512934715731
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",09-2022,1554.099546586007
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",10-2022,1738.428768718096
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  ул.светланская, 69",12-2022,3860.262317883585
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",02-2022,977.2665698431246
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",03-2022,662.0222746756295
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",04-2022,933.6451126283438
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",05-2022,915.4172921612533
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",06-2022,1021.724628477195
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",07-2022,844.2269981168205
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",08-2022,726.6029200746477
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",09-2022,817.6603646706074
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",10-2022,830.0541541735313
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",11-2022,1163.119774767299
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжение  ул.калинина, 261",12-2022,980.3843163888888
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",02-2022,504.2724211516262
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",03-2022,392.7148322871573
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",04-2022,3519.160478987689
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",05-2022,267.3908642676766
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",06-2022,275.7091966883115
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",07-2022,292.7673290098613
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",08-2022,459.6737912743262
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",09-2022,203.0362545319021
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",10-2022,322.2236625080926
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",11-2022,373.9547206033304
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения  с.в-надеждинское, ул.пушкина, 59",12-2022,1466.840654302519
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),02-2022,1023.63751009844
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),03-2022,841.2407531172128
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),05-2022,958.5025686945014
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),06-2022,507.7094400413828
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),07-2022,526.3300779741536
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),08-2022,554.024370910679
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),09-2022,512.5359892641661
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),10-2022,968.6634014036466
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),11-2022,805.8601125137893
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск (гараж),12-2022,2219.92830665162
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,02-2022,1023.63751009844
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,03-2022,841.2407531172128
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,04-2022,897.7526355001626
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,05-2022,958.5025686945014
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,06-2022,507.7094400413828
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,07-2022,526.3300779741536
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,08-2022,554.024370910679
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,10-2022,968.6634014036466
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,11-2022,805.8601125137893
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц уссурийск,12-2022,2219.92830665162
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,02-2022,1023.63751009844
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,03-2022,841.2407531172128
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,04-2022,897.7526355001626
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,05-2022,958.5025686945014
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,06-2022,507.7094400413828
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,07-2022,526.3300779741536
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,08-2022,554.024370910679
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,09-2022,512.5359892641661
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,10-2022,968.6634014036466
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,11-2022,805.8601125137893
Водоснабжение,134.1000.03 дгу. оплата за услуги водоснабжения  ркц находка,12-2022,2219.92830665162
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",02-2022,4499.453482634738
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",03-2022,2688.327750321066
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",04-2022,2814.90784617771
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",05-2022,2928.924975268619
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",06-2022,3526.898406606596
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",07-2022,3427.871595812947
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",08-2022,2917.804852063491
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",09-2022,3247.901917003421
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",10-2022,5415.977954301402
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",11-2022,3536.200497479612
Водоснабжение,"134.1000.03 дгу. оплата за услуги водоснабжения океанский пр-т, 34",12-2022,7028.786106521785
Водоснабжение,зо 134.1000.03 дгу оплата услуг водоснабжения,01-2023,1779.636988142878
Водоснабжение,зо 134.1000.03 дгу оплата услуг водоотведения,01-2023,1779.636988142878
Водоснабжение,зо 134.1000.03 дгу. плата за негативное воздействие на централ.систему водоотведения,01-2023,1779.636988142878
Водоснабжение,зо 134.1000.03 дгу плата за сброс сточных вод,01-2023,1779.636988142878
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии с.в.александровское,ул. седова,32. расходы прошлых лет.",01-2022,5413.903725959594
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии.фонтанная,19  расходы прошлых лет",01-2022,27285.82802000002
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул.семеновская,29.расходы прошлых лет",01-2022,412953.6392593042
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул. калинина,261.  расходы прошлых лет",01-2022,45671.53188833152
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. океанский пр-т,34. расходы прошлых лет",01-2022,563753.1463214282
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул.светланская,71. расходы прошлых лет",01-2022,454081.7161199999
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул. мордовцева,6. расходы прошлых лет",02-2022,30900.94174595237
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул. светланская,69. расходы прошлых лет",01-2022,68397.99388843618
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул. светланская,111. расходы прошлых лет",01-2022,116357.5995958658
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. ул. светланская,71 (пристройка). расходы прошлых лет",01-2022,454081.7161199999
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата потребления электроэнергии. ул. светланская73. расходы прошлых лет,01-2022,48021.61962449929
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата потребления электроэнергии. ул. светланская 73а. расходы прошлых лет,01-2022,48021.61962449929
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата потребления электроэнергии. ркц находка. расходы прошлых лет,01-2022,48021.61962449929
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата потребления электроэнергии. ркц уссурийск. расходы прошлых лет,01-2022,48021.61962449929
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата потребления электроэнергии. с.вольно-надеждинское ул.пушкина,59. расходы прошлых лет",01-2022,45233.40215968072
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата за все виды отопления. г. дальнереченск ул. ленина,64. расходы прошлых лет.",02-2022,224393.4957573809
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата за все виды отопления ул. светланская,69 (прошлых лет)",01-2022,134190.9930513096
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата за все виды отопления ул. мордовцева,6 (прошлых лет)",02-2022,309025.5685177382
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата услуг холодного водоснабжения. ркц уссурийск расходы прошлых лет,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата услуг холодного водоснабжения. ркц уссурийск (гараж). расходы прошлых лет.,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата услуг холодного водоснабжения ул. светланкая,69 (прошлых лет)",01-2022,134190.9930513096
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата услуг холодного водоснабжения ул. мордовцева, 6 (прошлых лет)",02-2022,309025.5685177382
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата услуг водоотведения. ркц уссурийск.расходы прошлых лет.,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу оплата услуг водоотведения.ркц уссурийск (гараж).  расходы прошлых лет.,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата услуг водоотведения ул. светланская,69 (прошлых лет)",01-2022,134190.9930513096
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу оплата услуг водоотведения ул. мордовцева,6 (прошлых лет)",02-2022,309025.5685177382
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу плата за негативное воздействие на работу центр.систему водоотведения ркц уссурийск. расх.прошлых лет.,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),134.1000.05 дгу плата за негативное воздействие на работу центр.систему водоотведения ркц уссурийск (гараж). расх.прошлых лет.,01-2022,147860.012730759
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу плата за негативное воздействие на работу центр.систему водоотведения ул. светланская,69 (прошлых лет)",01-2022,134190.9930513096
Коммунальные услуги (расходы прошлых лет),"134.1000.05 дгу. плата за сброс сточных вод (прошлых лет) ул. светланская,69",01-2022,134190.9930513096
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),03-2022,37660.95243430757
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),04-2022,37552.57853733965
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),05-2022,35587.97204672438
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),06-2022,35038.31505407934
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),07-2022,43130.13515028305
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),08-2022,40176.01568237112
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),10-2022,37953.22491117787
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),11-2022,30125.37226387183
Электроэнергия,134.1000.01 анадырь оплата потребления электроэнергии ул.колхозная 32б(склад),12-2022,52928.63734757481
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",03-2022,551215.2604956352
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",04-2022,547994.0139623019
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",05-2022,773991.6743730949
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",06-2022,620051.1671475399
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",07-2022,764772.7319739284
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",08-2022,553808.723548135
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",09-2022,553054.2641814683
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",10-2022,780109.3971836902
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",11-2022,606060.4501045239
Электроэнергия,"134.1000.01 анадырь оплата потребления электроэнергии ул. дежнева,7",12-2022,980903.3061100182
